Genus,Species,Subspecies,Family,Order,Common_Name,Name_In_Tree,Sampled,DNA_In_Tree,Extinct_Extant,Status_Species,DAISIE_Status_Species,Remove_Species
Hartlaubius,auratus,None,Sturnidae,Passeriformes,Madagascar Starling,Saroglossa_aurata,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Himantopus,himantopus,None,Recurvirostridae,Charadriiformes,Black-winged Stilt,Himantopus_himantopus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Hovacrex,roberti,None,Rallidae,Gruiformes,Hova Gallinule,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Hydroprogne,caspia,None,Laridae,Charadriiformes,Caspian Tern,Sterna_caspia,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Hypositta,corallirostris,None,Vangidae,Passeriformes,Nuthatch Vanga,Hypositta_corallirostris,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Hypsipetes,madagascariensis,madagascariensis,Pycnonotidae,Passeriformes,Madagascar Bulbul,Hypsipetes_madagascariensis,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Ixobrychus,minutus,podiceps,Ardeidae,Pelecaniformes,Common Little Bittern,Ixobrychus_minutus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Larus,cirrocephalus,poiocephalus,Laridae,Charadriiformes,Grey-headed Gull,Larus_cirrocephalus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Larus,dominicanus,melisandae,Laridae,Charadriiformes,Kelp Gull,Larus_dominicanus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Lepidopygia,nana,None,Estrildidae,Passeriformes,Madagascar Munia,Lonchura_nana,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Leptopterus,chabert,"chabert, schistocercus",Vangidae,Passeriformes,Chabert Vanga,Leptopterus_chabert,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Leptosomus,discolor,discolor,Leptosomidae,Leptosomiformes,Cuckoo Roller,Leptosomus_discolor,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Limosa,lapponica,None,Scolopacidae,Charadriiformes,Bar-tailed Godwit,Limosa_lapponica,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Lophotibis,cristata,"cristata, urschi",Threskiornithidae,Pelecaniformes,Madagascar Crested Ibis,Lophotibis_cristata,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Macheiramphus,alcinus,None,Accipitridae,Accipitriformes,Bat Hawk,Macheiramphus_alcinus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Margaroperdix,madagarensis,None,Phasianidae,Galliformes,Madagascar Partridge,Margaroperdix_madagascariensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mentocrex,beankaensis,None,Rallidae,Gruiformes,Tsingy Wood-rail,NA,FALSE,FALSE,Extant,Endemic,Endemic,FALSE
Mentocrex,kioloides,"kioloides, berliozi",Rallidae,Gruiformes,Madagascar Wood-rail,Canirallus_kioloides,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Merops,superciliosus,superciliosus,Meropidae,Coraciiformes,Olive Bee-eater,Merops_superciliosus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Mesitornis,unicolor,None,Mesitornithidae,Mesitornithiformes,Brown Mesite,Mesitornis_unicolor,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mesitornis,variegatus,None,Mesitornithidae,Mesitornithiformes,White-breasted Mesite,Mesitornis_variegatus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Microcarbo,africanus,pictilis,Phalacrocoracidae,Suliformes,Long-tailed Cormorant,Phalacrocorax_africanus,TRUE,FALSE,Extant,Non-endemic,Non-endemic,FALSE
Milvus,aegyptius,aegyptius/parasitus,Accipitridae,Accipitriformes,Yellow-billed Kite,Milvus_migrans,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Monias,benschi,None,Mesitornithidae,Mesitornithiformes,Subdesert Mesite,Monias_benschi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Monias,sp.,None,Mesitornithidae,Mesitornithiformes,Subdesert Mesite,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Monticola,imerina,None,Muscicapidae,Passeriformes,Littoral Rock-thrush,Monticola_imerinus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Monticola,sharpei,"bensoni, erythronotus, sharpei",Muscicapidae,Passeriformes,Forest Rock-thrush,Monticola_sharpei,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Motacilla,flaviventris,None,Motacillidae,Passeriformes,Madagascar Wagtail,Motacilla_flaviventris,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Mullerornis,agilis,None,Aepyornithidae,Aepyornithiformes,Agile Elephant bird,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Mullerornis,betsilei,None,Aepyornithidae,Aepyornithiformes,Betsilei's Elephant bird,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Mullerornis,grandis,None,Aepyornithidae,Aepyornithiformes,None,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Mullerornis,rudis,None,Aepyornithidae,Aepyornithiformes,Robust elephant-bird,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Mycteria,ibis,None,Ciconiidae,Ciconiiformes,Yellow-billed Stork,Mycteria_ibis,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Mystacornis,crossleyi,None,Vangidae,Passeriformes,Crossley's Vanga,Mystacornis_crossleyi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Neodrepanis,coruscans,None,Philepittidae,Passeriformes,Common Sunbird-asity,Neodrepanis_coruscans,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Neodrepanis,hypoxantha,None,Philepittidae,Passeriformes,Yellow-bellied Sunbird-asity,Neodrepanis_hypoxantha,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Neomixis,striatigula,"striatigula, sclateri, pallidior",Cisticolidae,Passeriformes,Stripe-throated Jery,Neomixis_striatigula,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Neomixis,tenella,"tenella, decaryi, orientalis, debilis",Cisticolidae,Passeriformes,Common Jery,Neomixis_tenella,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Neomixis,viridis,"viridis, delacouri",Cisticolidae,Passeriformes,Green Jery,Neomixis_viridis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Nesillas,lantzii,None,Acrocephalidae,Passeriformes,Subdesert Brush-warbler,Nesillas_lantzii,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Nesillas,typica,"typica, obscura",Acrocephalidae,Passeriformes,Madagascar Brush-warbler,Nesillas_typica,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Nesoenas,picturatus,picturatus,Columbidae,Columbiformes,Madagascar Turtle-dove,Nesoenas_picturata,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE
Nettapus,auritus,None,Anatidae,Anseriformes,African Pygmy-goose,Nettapus_auritus,TRUE,FALSE,Extant,Non-endemic,Non-endemic,FALSE
Newtonia,amphichroa,"amphichroa, lavarambo",Vangidae,Passeriformes,Dark Newtonia,Newtonia_amphichroa,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Newtonia,archboldi,None,Vangidae,Passeriformes,Archbold's Newtonia,Newtonia_archboldi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Newtonia,brunneicauda,"brunneicauda, monticola",Vangidae,Passeriformes,Common Newtonia,Newtonia_brunneicauda,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Newtonia,fanovanae,None,Vangidae,Passeriformes,Red-tailed Newtonia,Newtonia_fanovanae,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Numenius,arquata,None,Scolopacidae,Charadriiformes,Eurasian Curlew,Numenius_arquata,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Numenius,phaeopus,None,Scolopacidae,Charadriiformes,Whimbrel,Numenius_phaeopus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Nycticorax,nycticorax,None,Ardeidae,Pelecaniformes,Black-crowned Night-heron,Nycticorax_nycticorax,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Oceanites,oceanicus,None,Oceanitidae,Procellariiformes,Wilson's Storm-petrel,Oceanites_oceanicus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Oena,capensis,aliena,Columbidae,Columbiformes,Namaqua Dove,Oena_capensis,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Onychoprion,anaethetus,antarcticus,Laridae,Charadriiformes,Bridled Tern,Sterna_anaethetus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Onychoprion,fuscatus,None,Laridae,Charadriiformes,Sooty Tern,Sterna_fuscata,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Oriolia,bernieri,None,Vangidae,Passeriformes,Bernier's Vanga,Oriolia_bernieri,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Otus,rutilus,None,Strigidae,Strigiformes,Madagascar Scops-owl,Otus_rutilus,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Oxylabes,madagascariensis,None,Bernieridae,Passeriformes,White-throated Oxylabes,Oxylabes_madagascariensis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pachycoccyx,audeberti,audeberti,Cuculidae,Cuculiformes,Thick-billed Cuckoo,Pachycoccyx_audeberti,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Phaethon,lepturus,None,Phaethontidae,Phaethontiformes,White-tailed Tropicbird,Phaethon_lepturus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Phaethon,rubricauda,None,Phaethontidae,Phaethontiformes,Red-tailed Tropicbird,Phaethon_rubricauda,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Phalacrocorax,sp.,None,Phalacrocoracidae,Pelecaniformes,Extinct cormorant,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Phedina,borbonica,madagascariensis,Hirundinidae,Passeriformes,Mascarene Martin,Phedina_borbonica,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Philepitta,castanea,None,Philepittidae,Passeriformes,Velvet Asity,Philepitta_castanea,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Philepitta,schlegeli,None,Philepittidae,Passeriformes,Schlegel's Asity,Philepitta_schlegeli,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Phoeniconaias,minor,None,Phoenicopteridae,Phoenicopteriformes,Lesser Flamingo,Phoeniconaias_minor,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Phoenicopterus,roseus,None,Phoenicopteridae,Phoenicopteriformes,Greater Flamingo,Phoenicopterus_roseus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Platalea,alba,None,Threskiornithidae,Pelecaniformes,African Spoonbill,Platalea_alba,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Plegadis,falcinellus,None,Threskiornithidae,Pelecaniformes,Glossy Ibis,Plegadis_falcinellus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Ploceus,nelicourvi,None,Ploceidae,Passeriformes,Nelicourvi Weaver,Ploceus_nelicourvi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Ploceus,sakalava,"sakalava, minor",Ploceidae,Passeriformes,Sakalava Weaver,Ploceus_sakalava,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Pluvialis,squatarola,None,Charadriidae,Charadriiformes,Grey Plover,Pluvialis_squatarola,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Polyboroides,radiatus,None,Accipitridae,Accipitriformes,Madagascar Harrier-hawk,Polyboroides_radiatus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Porphyrio,alleni,None,Rallidae,Gruiformes,Allen's Gallinule,Porphyrio_alleni,TRUE,FALSE,Extant,Non-endemic,Non-endemic,FALSE
Porphyrio,porphyrio,None,Rallidae,Gruiformes,Purple Swamphen,Porphyrio_porphyrio,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Pseudobias,wardi,None,Vangidae,Passeriformes,Ward's Flycatcher,Pseudobias_wardi,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Pterocles,personatus,None,Pteroclidae,Pterocliformes,Madagascar Sandgrouse,Pterocles_personatus,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Rallus,madagascariensis,None,Rallidae,Gruiformes,Madagascar Rail,Rallus_madagascariensis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Randia,pseudozosterops,None,Bernieridae,Passeriformes,Rand's Warbler,Randia_pseudozosterops,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Riparia,paludicola,cowani,Hirundinidae,Passeriformes,Madagascar Plain Martin,Riparia_paludicola,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Rostratula,benghalensis,None,Rostratulidae,Charadriiformes,Greater Painted-snipe,Rostratula_benghalensis,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Sarkidiornis,melanotos,None,Anatidae,Anseriformes,African Comb Duck,Sarkidiornis_melanotos,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Sarothrura,insularis,None,Rallidae,Gruiformes,Madagascar Flufftail,Sarothrura_insularis,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Sarothrura,watersi,None,Rallidae,Gruiformes,Slender-billed Flufftail,Sarothrura_watersi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Saxicola,torquatus,sibilla,Muscicapidae,Passeriformes,Common Stonechat,Saxicola_torquatus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Schetba,rufa,"rufa, occidentalis",Vangidae,Passeriformes,Rufous Vanga,Schetba_rufa,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Scopus,umbretta,umbretta,Scopidae,Pelecaniformes,Hamerkop,Scopus_umbretta,TRUE,FALSE,Extant,Non-endemic,Non-endemic,FALSE
Spatula,hottentota,None,Anatidae,Anseriformes,Blue-billed Teal,Anas_hottentota,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Stephanoaetus,mahery,None,Accipitridae,Accipitriformes,Malagasy Crowned eagle,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Sterna,dougallii,arideensis,Laridae,Charadriiformes,Roseate Tern,Sterna_dougallii,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Sterna,hirundo,None,Laridae,Charadriiformes,Common Tern,Sterna_hirundo,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Sternula,saundersi,None,Laridae,Charadriiformes,Saunders's Tern,Sterna_saundersi,TRUE,FALSE,Extant,Non-endemic,Non-endemic,TRUE
Sula,dactylatra,None,Sulidae,Suliformes,Masked Booby,Sula_dactylatra,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Sula,leucogaster,None,Sulidae,Suliformes,Brown Booby,Sula_leucogaster,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Sula,sula,None,Sulidae,Suliformes,Red-footed Booby,Sula_sula,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Tachybaptus,pelzelnii,None,Podicipedidae,Podicipediformes,Madagascar Grebe,Tachybaptus_pelzelnii,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Tachybaptus,ruficollis,None,Podicipedidae,Podicipediformes,Little Grebe,Tachybaptus_ruficollis,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Tachybaptus,rufolavatus,None,Podicipedidae,Podicipediformes,Alaotra Grebe,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Tachymarptis,melba,willsi,Apodidae,Caprimulgiformes,Alpine Swift,Tachymarptis_melba,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Terpsiphone,mutata,mutata,Monarchidae,Passeriformes,Madagascar Paradise-flycatcher,Terpsiphone_mutata,TRUE,FALSE,Extant,Non-endemic,Endemic,FALSE
Thalassarche,carteri,None,Diomedeidae,Procellariiformes,Indian Yellow-nosed Albatross,Thalassarche_carteri,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Thalasseus,bengalensis,None,Laridae,Charadriiformes,Lesser Crested Tern,Sterna_bengalensis,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Thalasseus,bergii,None,Laridae,Charadriiformes,Greater Crested Tern,Sterna_bergii,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Thalassornis,leuconotus,insularis,Anatidae,Anseriformes,White-backed Duck,Thalassornis_leuconotus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Thamnornis,chloropetoides,None,Bernieridae,Passeriformes,Thamnornis,Thamnornis_chloropetoides,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Threskiornis,bernieri,bernieri,Threskiornithidae,Pelecaniformes,Madagascar Sacred Ibis,Threskiornis_bernieri,TRUE,FALSE,Extant,Non-endemic,Endemic,FALSE
Treron,australis,"australis, xenius",Columbidae,Columbiformes,Madagascar Green-pigeon,Treron_australis,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Tringa,glareola,None,Scolopacidae,Charadriiformes,Wood Sandpiper,Tringa_glareola,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Tringa,nebularia,None,Scolopacidae,Charadriiformes,Common Greenshank,Tringa_nebularia,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Tringa,stagnatilis,None,Scolopacidae,Charadriiformes,Marsh Sandpiper,Tringa_stagnatilis,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Turnix,nigricollis,None,Turnicidae,Charadriiformes,Madagascar Buttonquail,Turnix_nigricollis,TRUE,FALSE,Extant,Non-endemic,Endemic,FALSE
Tylas,eduardi,None,Vangidae,Passeriformes,Tylas Vanga,Tylas_eduardi,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Tyto,alba,affinis,Tytonidae,Strigiformes,Common Barn-owl,Tyto_alba,TRUE,TRUE,Extant,Non-endemic,Non-endemic,FALSE
Tyto,soumagnei,None,Tytonidae,Strigiformes,Madagascar Red Owl,Tyto_soumagnei,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Upupa,marginata,None,Upupidae,Bucerotiformes,Madagascar Hoopoe,NA,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Uratelornis,chimaera,None,Brachypteraciidae,Coraciiformes,Long-tailed Ground-roller,Uratelornis_chimaera,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Vanellus,madagascariensis,None,Charadriidae,Charadriiformes,Madagascar Lapwing,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Vanga,curvirostris,"curvirostris, cetera",Vangidae,Passeriformes,Hook-billed Vanga,Vanga_curvirostris,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Vorombe,titans,None,Aepyornithidae,Aepyornithiformes,Titan Elephant bird,NA,FALSE,FALSE,Extinct,Endemic,Endemic,FALSE
Xanthomixis,apperti,None,Bernieridae,Passeriformes,Appert's Tetraka,Bernieria_apperti,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Xanthomixis,cinereiceps,None,Bernieridae,Passeriformes,Grey-crowned Tetraka,Bernieria_cinereiceps,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Xanthomixis,tenebrosa,None,Bernieridae,Passeriformes,Dusky Tetraka,Bernieria_tenebrosa,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Xanthomixis,zosterops,"zosterops, fulvescens, andapae, ankafanae",Bernieridae,Passeriformes,Spectacled Tetraka,Bernieria_zosterops,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Xenopirostris,damii,None,Vangidae,Passeriformes,Van Dam's Vanga,Xenopirostris_damii,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Xenopirostris,polleni,None,Vangidae,Passeriformes,Pollen's Vanga,Xenopirostris_polleni,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Xenopirostris,xenopirostris,None,Vangidae,Passeriformes,Lafresnaye's Vanga,Xenopirostris_xenopirostris,TRUE,TRUE,Extant,Endemic,Endemic,FALSE
Xenus,cinereus,None,Scolopacidae,Charadriiformes,Terek Sandpiper,Xenus_cinereus,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Zapornia,olivieri,None,Rallidae,Gruiformes,Sakalava Rail,Amaurornis_olivieri,TRUE,FALSE,Extant,Endemic,Endemic,FALSE
Zapornia,pusilla,intermedia,Rallidae,Gruiformes,Baillon's Crake,Porzana_pusilla,TRUE,TRUE,Extant,Non-endemic,Non-endemic,TRUE
Zoonavena,grandidieri,grandidieri,Apodidae,Caprimulgiformes,Madagascar Spinetail,Zoonavena_grandidieri,TRUE,FALSE,Extant,Non-endemic,Endemic,FALSE
Zosterops,maderaspatanus,maderaspatanus,Zosteropidae,Passeriformes,Madagascar White-eye,Zosterops_maderaspatanus,TRUE,TRUE,Extant,Non-endemic,Endemic,FALSE